Restaurant ID,Restaurant Name,Country,City,Locality,Cuisines,Cost_for_two,Currency,Has Table booking,Has Online delivery,Price_range,Rating,Rating text,Votes
7304312,D.O.C Ristorante,Brazil,Rio de Janeiro,"Le Monde, Barra da Tijuca",Italian,150,Brazilian Real(R$),No,No,4,4.0,Very Good,5
7300004,Sushi Leblon,Brazil,Rio de Janeiro,Leblon,Japanese,250,Brazilian Real(R$),No,No,4,4.6,Excellent,25
7300868,Talho Capixaba,Brazil,Rio de Janeiro,Leblon,"Bakery, Sandwich, Brazilian",120,Brazilian Real(R$),No,No,4,4.4,Very Good,13
7302637,Leme Light,Brazil,Rio de Janeiro,Leme,Brazilian,40,Brazilian Real(R$),No,No,2,4.2,Very Good,7
7302140,Shirley,Brazil,Rio de Janeiro,Leme,"Brazilian, Seafood",250,Brazilian Real(R$),No,No,4,4.2,Very Good,8
7305048,Quiosque Chopp Brahma,Brazil,Rio de Janeiro,Madureira,"Bar Food, Brazilian",70,Brazilian Real(R$),No,No,3,0.0,Not rated,1
7302898,Aprazí_vel,Brazil,Rio de Janeiro,Santa Teresa,Brazilian,300,Brazilian Real(R$),No,No,4,4.7,Excellent,44
7302859,Aconchego Carioca,Brazil,Rio de Janeiro,Tijuca,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,3,4.6,Excellent,24
7301700,Garota de Ipanema,Brazil,Rio de Janeiro,Urca,"Brazilian, Bar Food",80,Brazilian Real(R$),No,No,3,4.3,Very Good,10
6706313,Cantina Famiglia Mancini,Brazil,Sí£o Paulo,"Bela Vista, Centro","Italian, Pizza",250,Brazilian Real(R$),No,No,4,4.5,Excellent,49
6704326,Templo da Carne - Marcos Bassi,Brazil,Sí£o Paulo,"Bela Vista, Centro","Steak, BBQ",250,Brazilian Real(R$),No,No,4,4.4,Very Good,17
6711179,Gopala Hari,Brazil,Sí£o Paulo,Consolaí_í£o,Indian,70,Brazilian Real(R$),No,No,3,3.1,Average,5
6702797,Jiquitaia,Brazil,Sí£o Paulo,Consolaí_í£o,Brazilian,100,Brazilian Real(R$),No,No,4,4.1,Very Good,15
6700475,Skye - Hotel Unique,Brazil,Sí£o Paulo,"Hotel Unique, Jardim Paulista","Beverages, International",300,Brazilian Real(R$),No,No,4,4.8,Excellent,59
6713413,Les 3 Brasseurs,Brazil,Sí£o Paulo,Itaim Bibi,"French, Brazilian, Beverages",120,Brazilian Real(R$),No,No,4,4.6,Excellent,30
6714340,Red Steak & Burger,Brazil,Sí£o Paulo,Itaim Bibi,"Brazilian, Grill",75,Brazilian Real(R$),No,No,3,3.9,Good,5
6710645,Cantinho da Gula,Brazil,Sí£o Paulo,Itaim Bibi,Brazilian,55,Brazilian Real(R$),No,No,2,0.0,Not rated,0
6700402,Paris 6 Classique,Brazil,Sí£o Paulo,Jardim Paulista,French,200,Brazilian Real(R$),No,No,4,3.4,Average,73
6700846,Kawa Sushi,Brazil,Sí£o Paulo,Jardim Paulista,"Sushi, Japanese",120,Brazilian Real(R$),No,No,4,3.5,Good,9
6702159,A Figueira Rubaiyat,Brazil,Sí£o Paulo,Jardim Paulista,"BBQ, Grill, Brazilian",300,Brazilian Real(R$),No,No,4,4.3,Very Good,39
6711666,Kinoshita,Brazil,Sí£o Paulo,Moema,Sushi,230,Brazilian Real(R$),No,No,4,3.9,Good,12
6701257,Meats,Brazil,Sí£o Paulo,Pinheiros,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),No,No,4,4.3,Very Good,68
6706211,Paribar,Brazil,Sí£o Paulo,Repí_blica,"Brazilian, Italian",150,Brazilian Real(R$),No,No,4,4.3,Very Good,46
6705858,Terraí_o Itíçlia,Brazil,Sí£o Paulo,Repí_blica,Italian,400,Brazilian Real(R$),No,No,4,4.4,Very Good,37
6701419,Divino Fogí£o,Brazil,Sí£o Paulo,"Shopping MetríÇ Santa Cruz, Vila Mariana","Brazilian, Mineira",65,Brazilian Real(R$),No,No,3,0.0,Not rated,2
6703956,Super Grill,Brazil,Sí£o Paulo,"Shopping Morumbi, Santo Amaro",Brazilian,50,Brazilian Real(R$),No,No,2,0.0,Not rated,2
6709580,Esquina Mocotí_,Brazil,Sí£o Paulo,Vila Maria,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,4,4.4,Very Good,22
6703176,Veloso,Brazil,Sí£o Paulo,Vila Mariana,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,3,4.6,Excellent,58
6713772,Sainte Marie Gastronomia,Brazil,Sí£o Paulo,Vila SíÇnia,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,4,4.1,Very Good,11
17284404,Austin's BBQ and Oyster Bar,United States,Albany,Albany,"BBQ, Burger, Seafood",25,Dollar($),No,No,2,3.3,Average,35
17284203,BJ's Country Buffet,United States,Albany,Albany,"American, BBQ",10,Dollar($),No,No,1,3.3,Average,25
17284105,Cookie Shoppe,United States,Albany,Albany,,0,Dollar($),No,No,1,3.4,Average,34
17284302,El Vaquero Mexican Restaurant,United States,Albany,Albany,Mexican,0,Dollar($),No,No,1,3.4,Average,45
17284397,Elements Coffee Co - Northwest,United States,Albany,Albany,"Coffee and Tea, Sandwich",10,Dollar($),No,No,1,3.4,Average,26
17284211,Pearly's Famous Country Cookng,United States,Albany,Albany,,0,Dollar($),No,No,1,3.4,Average,36
17284094,Chick-fil-A,United States,Albany,Albany,Fast Food,10,Dollar($),No,No,1,3.5,Good,67
17284409,Guang Zhou Chinese Restaurant,United States,Albany,Albany,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,1,3.9,Good,141
17284139,Harvest Moon,United States,Albany,Albany,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,2,3.7,Good,147
17284403,Henry Campbell's Steakhouse,United States,Albany,Albany,"Steak, Tapas, Bar Food",70,Dollar($),No,No,4,3.5,Good,51
17284145,Hong Kong Cafe,United States,Albany,Albany,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,2,3.6,Good,88
17284150,House of China Restaurant II,United States,Albany,Albany,Chinese,10,Dollar($),No,No,1,3.8,Good,153
17284158,Jimmie's Hot Dogs,United States,Albany,Albany,,10,Dollar($),No,No,1,3.9,Good,160
17284175,Locos Grill & Pub,United States,Albany,Albany,"American, Burger, Sandwich",25,Dollar($),No,No,2,3.5,Good,57
17284179,Longhorn Steakhouse,United States,Albany,Albany,"American, Steak",25,Dollar($),No,No,2,3.5,Good,58
17284197,Mikata Japanese Steakhouse,United States,Albany,Albany,"Japanese, Steak, Sushi",40,Dollar($),No,No,3,3.6,Good,115
17284241,Shogun Japanese Steak House,United States,Albany,Albany,"Japanese, Steak, Sushi",40,Dollar($),No,No,3,3.5,Good,51
17284390,The Catch Seafood Room & Oyster Bar,United States,Albany,Albany,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,3,3.8,Good,250
17284279,Villa Gargano,United States,Albany,Albany,"Italian, Pizza",10,Dollar($),No,No,1,3.7,Good,117
17284364,3 Squares Diner,United States,Albany,Sylvester,"American, Breakfast, Diner",10,Dollar($),No,No,1,3.4,Average,20
16611114,Whitebull Hotel,Australia,Armidale,Armidale,"Bar Food, Steak",20,Dollar($),No,No,2,3.5,Good,25
17293281,Last Resort Grill,United States,Athens,Athens,"American, Southern, Southwestern",40,Dollar($),No,No,3,4.5,Excellent,1821
17293301,Mama's Boy Restaurant,United States,Athens,Athens,Southern,10,Dollar($),No,No,1,4.5,Excellent,849
17293409,Sr. Sol 1,United States,Athens,Athens,Mexican,10,Dollar($),No,No,1,4.6,Excellent,917
17293163,Choo Choo Eastside,United States,Athens,Athens,"Japanese, Korean",10,Dollar($),No,No,1,3.9,Good,439
17293228,The Grill,United States,Athens,Athens,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,1,3.7,Good,289
17293880,Big City Bread Cafe,United States,Athens,Athens,"Breakfast, Sandwich",10,Dollar($),No,No,1,4.3,Very Good,558
17293169,Clocked,United States,Athens,Athens,"American, Burger, Sandwich",10,Dollar($),No,No,1,4.2,Very Good,613
17293186,DePalma's Italian Cafe - Downtown,United States,Athens,Athens,"American, Italian, Pizza",25,Dollar($),No,No,2,4.0,Very Good,353
17293180,DePalma's Italian Cafe - East Side,United States,Athens,Athens,"American, Italian, Pizza",25,Dollar($),No,No,2,4.1,Very Good,387
17293205,Five & Ten,United States,Athens,Athens,American,40,Dollar($),No,No,3,4.3,Very Good,755
17293229,Grit,United States,Athens,Athens,"International, Southern, Vegetarian",10,Dollar($),No,No,1,4.2,Very Good,800
17293897,Ike & Jane,United States,Athens,Athens,Sandwich,10,Dollar($),No,No,1,4.1,Very Good,350
17293273,La Dolce Vita Ristorante,United States,Athens,Athens,Italian,40,Dollar($),No,No,3,4.1,Very Good,464
17293870,Shokitini,United States,Athens,Athens,"Asian, Japanese, Sushi",25,Dollar($),No,No,2,4.2,Very Good,550
17293877,Taqueria Del Sol,United States,Athens,Athens,"Mexican, Spanish",10,Dollar($),No,No,1,4.1,Very Good,543
17293890,The National,United States,Athens,Athens,"International, Southern",40,Dollar($),No,No,3,4.1,Very Good,465
17293915,The Royal Peasant,United States,Athens,Athens,Bar Food,10,Dollar($),No,No,1,4.4,Very Good,546
17293422,Transmetropolitan,United States,Athens,Athens,"Italian, Pizza, Sandwich",10,Dollar($),No,No,1,4.4,Very Good,1098
17293873,Trappeze Pub,United States,Athens,Athens,"Burger, Bar Food",25,Dollar($),No,No,2,4.2,Very Good,579
17294014,Viva! Argentine Cuisine,United States,Athens,Athens,"Desserts, Latin American, Argentine",10,Dollar($),No,No,1,4.1,Very Good,374
17294556,Miyabi Kyoto Japanese Steak House,United States,Augusta,Augusta,"Chinese, Steak",40,Dollar($),No,No,3,4.6,Excellent,717
17294607,Rae's Coastal Cafe,United States,Augusta,Augusta,"American, Caribbean, Seafood",40,Dollar($),No,No,3,4.9,Excellent,548
17294279,The Bee's Knees,United States,Augusta,Augusta,"International, Tapas, Vegetarian",25,Dollar($),No,No,2,4.5,Excellent,631
17294300,Boll Weevil Cafe,United States,Augusta,Augusta,"Desserts, Sandwich, Southern",10,Dollar($),No,No,1,3.9,Good,372
17295215,Farmhaus Burger,United States,Augusta,Augusta,"American, Burger",25,Dollar($),No,No,2,3.9,Good,201
17295028,Manuel's Bread Cafe,United States,Augusta,Augusta,"Breakfast, French",40,Dollar($),No,No,3,3.8,Good,332
17294642,Sconyers Bar B Que,United States,Augusta,Augusta,BBQ,25,Dollar($),No,No,2,3.5,Good,304
17295109,Frog Hollow Tavern,United States,Augusta,Augusta,American,40,Dollar($),No,No,3,4.3,Very Good,368
17294441,Giuseppe's Pizza & Italian Specialities,United States,Augusta,Augusta,"Desserts, Italian, Pizza",25,Dollar($),No,No,2,4.1,Very Good,430
17294552,Mellow Mushroom,United States,Augusta,Augusta,"Italian, Pizza, Sandwich",25,Dollar($),No,No,2,4.4,Very Good,433
17294565,Nacho Mamas Burritos,United States,Augusta,Augusta,Mexican,10,Dollar($),No,No,1,4.0,Very Good,380
17294623,Rhinehart's Oyster Bar,United States,Augusta,Augusta,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,2,4.0,Very Good,456
17294712,Takosushi,United States,Augusta,Augusta,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,3,4.2,Very Good,647
17295033,The Chop House,United States,Augusta,Augusta,Steak,40,Dollar($),No,No,3,4.0,Very Good,360
17295069,The Taj of India,United States,Augusta,Augusta,Indian,25,Dollar($),No,No,2,4.0,Very Good,227
17294261,Augsburg Haus,United States,Augusta,Evans,German,25,Dollar($),No,No,2,3.9,Good,290
17295115,Pho Bac,United States,Augusta,Evans,Vietnamese,10,Dollar($),No,No,1,4.1,Very Good,270
17294836,Rhinehart's Oyster Bar,United States,Augusta,Evans,"Burger, Seafood",25,Dollar($),No,No,2,4.0,Very Good,326
17294850,Thai Kitchen,United States,Augusta,Evans,Thai,35,Dollar($),No,No,3,4.3,Very Good,317
17294883,El Kiosco Mexican Restaurant,United States,Augusta,Grovetown,Mexican,10,Dollar($),No,No,1,4.2,Very Good,300
16608864,Taste of Balingup,Australia,Balingup,Balingup,Modern Australian,20,Dollar($),No,No,2,3.2,Average,21
16604911,Bridge Road Brewers,Australia,Beechworth,Beechworth,"Pizza, Bar Food",20,Dollar($),No,No,2,4.6,Excellent,237
17303465,Bardenay,United States,Boise,Boise,"American, Bar Food",25,Dollar($),No,No,2,4.5,Excellent,879
17303642,Flatbread Neapolitan Pizzeria,United States,Boise,Boise,"Italian, Pizza",25,Dollar($),No,No,2,4.6,Excellent,615
17303670,Goldy's Breakfast Bistro,United States,Boise,Boise,"Breakfast, Sandwich",25,Dollar($),No,No,2,4.5,Excellent,879
17303545,Chandlers Steakhouse,United States,Boise,Boise,"American, Seafood, Steak",70,Dollar($),No,No,4,3.9,Good,379
17303655,Bar Gernika Basque Pub & Eatery,United States,Boise,Boise,"European, Spanish",10,Dollar($),No,No,1,4.3,Very Good,303
17304691,Barbacoa Restaurant,United States,Boise,Boise,"Latin American, Steak",70,Dollar($),No,No,4,4.1,Very Good,538
17303478,Big Jud's,United States,Boise,Boise,"American, Burger, Sandwich",10,Dollar($),No,No,1,4.2,Very Good,334
17303480,Bittercreek Ale House,United States,Boise,Boise,"American, Bar Food",25,Dollar($),No,No,2,4.3,Very Good,555
17304733,Boise Fry Company,United States,Boise,Boise,"American, Burger",10,Dollar($),No,No,1,4.4,Very Good,823
17303646,Flying Pie Pizzaria,United States,Boise,Boise,Pizza,25,Dollar($),No,No,2,4.1,Very Good,550
17304929,Fork,United States,Boise,Boise,"American, Burger",25,Dollar($),No,No,2,4.4,Very Good,650
17303684,Guido's Original New York Style Pizza,United States,Boise,Boise,Pizza,10,Dollar($),No,No,1,4.3,Very Good,410
17303772,Los Beto's,United States,Boise,Boise,Mexican,10,Dollar($),No,No,1,4.4,Very Good,660
17305123,Lucianos Italian Restaurant,United States,Boise,Boise,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,2,4.4,Very Good,360
17303787,Mai Thai Restaurant,United States,Boise,Boise,"Sushi, Thai",40,Dollar($),No,No,3,4.0,Very Good,340
17303990,Shige Japanese Cuisine,United States,Boise,Boise,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,2,4.1,Very Good,393
17304741,The Egg Factory,United States,Boise,Boise,Breakfast,10,Dollar($),No,No,1,4.3,Very Good,422
17304726,Tucanos,United States,Boise,Boise,Brazilian,40,Dollar($),No,No,3,4.0,Very Good,435
17304486,Texas Roadhouse,United States,Boise,Meridian,"American, BBQ, Steak",25,Dollar($),No,No,2,4.0,Very Good,369
17304533,Brick 29,United States,Boise,Nampa,American,40,Dollar($),No,No,3,4.4,Very Good,487
17316233,Winifreds,United States,Cedar Rapids/Iowa City,Cedar Rapids,"American, Mediterranean, Seafood",40,Dollar($),No,No,3,3.7,Good,98
17315883,Biaggi's Ristorante Italiano,United States,Cedar Rapids/Iowa City,Cedar Rapids,"Italian, Pizza",40,Dollar($),No,No,3,4.1,Very Good,365
17315995,El Super Burrito,United States,Cedar Rapids/Iowa City,Cedar Rapids,Mexican,10,Dollar($),No,No,1,4.1,Very Good,190
17316018,Granite City Food & Brewery,United States,Cedar Rapids/Iowa City,Cedar Rapids,"American, Breakfast, Burger",40,Dollar($),No,No,3,4.1,Very Good,429
17316038,Irish Democrat,United States,Cedar Rapids/Iowa City,Cedar Rapids,"American, BBQ, Burger",25,Dollar($),No,No,2,4.4,Very Good,430
17316771,Taste of India,United States,Cedar Rapids/Iowa City,Cedar Rapids,Indian,25,Dollar($),No,No,2,4.2,Very Good,186
17316201,Thai Moon Restaurant,United States,Cedar Rapids/Iowa City,Cedar Rapids,"Chinese, Sushi, Thai",10,Dollar($),No,No,1,4.2,Very Good,220
17316208,Ting's Red Lantern,United States,Cedar Rapids/Iowa City,Cedar Rapids,Chinese,10,Dollar($),No,No,1,4.2,Very Good,347
17316389,Monica's,United States,Cedar Rapids/Iowa City,Coralville,"American, Italian, Pizza",25,Dollar($),No,No,2,3.8,Good,161
17316278,Exotic India,United States,Cedar Rapids/Iowa City,Coralville,Indian,25,Dollar($),No,No,2,4.1,Very Good,160
17316744,Shorts Burger and Shine,United States,Cedar Rapids/Iowa City,Iowa City,Burger,10,Dollar($),No,No,1,4.9,Excellent,820
17316751,The Hamburg Inn No. 2 Inc.,United States,Cedar Rapids/Iowa City,Iowa City,"American, Breakfast, Burger",10,Dollar($),No,No,1,4.5,Excellent,488
17316766,Bluebird Diner,United States,Cedar Rapids/Iowa City,Iowa City,"Breakfast, Diner",25,Dollar($),No,No,2,3.6,Good,253
17316743,Graze,United States,Cedar Rapids/Iowa City,Iowa City,"American, International, Sushi",40,Dollar($),No,No,3,3.8,Good,220
17316374,A & A Pagliai's Pizza,United States,Cedar Rapids/Iowa City,Iowa City,Pizza,25,Dollar($),No,No,2,4.3,Very Good,485
17316381,Atlas World Grill,United States,Cedar Rapids/Iowa City,Iowa City,International,40,Dollar($),No,No,3,4.3,Very Good,428
17316802,BlackStone,United States,Cedar Rapids/Iowa City,Iowa City,"American, Breakfast",25,Dollar($),No,No,2,4.1,Very Good,294
17316416,Devotay,United States,Cedar Rapids/Iowa City,Iowa City,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,3,4.0,Very Good,380
17316449,Jimmy Jack's Rib Shack,United States,Cedar Rapids/Iowa City,Iowa City,BBQ,25,Dollar($),No,No,2,4.2,Very Good,259
17316603,Zoeys Pizzeria,United States,Cedar Rapids/Iowa City,Marion,"Pizza, Sandwich",25,Dollar($),No,No,2,4.7,Excellent,433
16659169,Tokyo Sushi,Canada,Chatham-Kent,Chatham-Kent,"Japanese, Sushi",25,Dollar($),No,No,2,3.7,Good,176
17558684,Berry Patch Restaurant,United States,Clatskanie,Clatskanie,"American, Breakfast, Desserts",10,Dollar($),No,No,1,4.3,Very Good,96
18366580,Sakura Sushi & Grill,United States,Cochrane,Cochrane,"Asian, Japanese",25,Dollar($),No,No,2,3.1,Average,6
17330755,Uptown Vietnam cuisine,United States,Columbus,Columbus,"Asian, Vietnamese",10,Dollar($),No,No,1,3.3,Average,33
17330611,Cafe Le Rue @ The Landings,United States,Columbus,Columbus,"American, Seafood, Cajun",25,Dollar($),No,No,2,4.6,Excellent,489
17330609,Mark's City Grille,United States,Columbus,Columbus,American,25,Dollar($),No,No,2,4.5,Excellent,345
17330024,B Merrell's,United States,Columbus,Columbus,"Burger, Bar Food, Southern",25,Dollar($),No,No,2,3.8,Good,149
17330074,Cannon Brewpub,United States,Columbus,Columbus,"Pizza, Bar Food",25,Dollar($),No,No,2,3.9,Good,330
17330185,Fuji Japanese Steak House,United States,Columbus,Columbus,"Japanese, Steak",40,Dollar($),No,No,3,3.9,Good,247
17330397,Ruth Ann's Family Restaurant,United States,Columbus,Columbus,"Breakfast, Diner, Southern",10,Dollar($),No,No,1,3.7,Good,123
17330735,Samurai Japanese Cuisine & Sushi Bar,United States,Columbus,Columbus,"Japanese, Steak, Sushi",40,Dollar($),No,No,3,3.6,Good,109
17330676,Wasabi Sushi and Thai,United States,Columbus,Columbus,"Japanese, Sushi, Thai",40,Dollar($),No,No,3,3.7,Good,134
17330048,Buckhead Bar and Grill,United States,Columbus,Columbus,"Seafood, Steak, Vegetarian",40,Dollar($),No,No,3,4.2,Very Good,722
